lang,severity,sbert_sim
de,Major,1.0
de,Minor,1.0
de,Minor,1.0
de,Minor,1.0
de,Major,0.01213967427611351
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Minor,1.0
de,Minor,1.0
de,Minor,0.8918599486351013
de,Minor,0.9630516767501831
de,Minor,1.0
de,Minor,1.0
de,Minor,1.0
de,Minor,0.9122025966644287
de,Minor,1.0
de,Minor,0.904010534286499
de,Minor,1.0
de,Minor,0.3167978525161743
de,Minor,1.0
de,Minor,0.904010534286499
de,Minor,1.0
de,Minor,1.0000001192092896
de,Minor,1.0
de,Neutral,1.000000238418579
de,Neutral,0.9820733070373535
de,Minor,0.7467866539955139
de,Minor,1.0
de,Major,0.39206555485725403
de,Minor,0.5386652946472168
de,Major,0.36814364790916443
de,Minor,1.0000001192092896
de,Major,0.965408205986023
de,Minor,0.9466654062271118
de,Minor,0.9553273916244507
de,Major,0.8648366928100586
de,Minor,0.21070797741413116
de,Major,1.0
de,Minor,0.9731342792510986
de,Neutral,0.036985255777835846
de,Minor,1.0
de,Major,0.3050762712955475
de,Major,0.45283272862434387
de,Minor,0.701124906539917
de,Major,0.5061640739440918
de,Neutral,1.0000001192092896
de,Major,0.9975734949111938
de,Major,1.0
de,Major,1.0
de,Major,0.9975734949111938
de,Major,0.9975734949111938
de,Major,1.0000001192092896
de,Major,0.9943161010742188
de,Major,1.0000001192092896
de,Neutral,0.9793718457221985
de,Neutral,0.9708359241485596
de,Neutral,1.0
de,Neutral,0.3111320734024048
de,Neutral,0.7930416464805603
de,Neutral,0.8993915915489197
de,Neutral,1.0
de,Neutral,1.0
de,Major,0.939001202583313
de,Major,0.9819884300231934
de,Major,0.9016644954681396
de,Major,1.0
de,Major,0.8441412448883057
de,Minor,0.9967519044876099
de,Major,1.0000001192092896
de,Major,0.8079913258552551
de,Minor,0.9967519044876099
de,Major,0.16211986541748047
de,Major,1.0000001192092896
de,Major,0.9734539985656738
de,Neutral,0.9995250105857849
de,Neutral,1.0
de,Neutral,0.9967519044876099
de,Neutral,0.8810421228408813
de,Major,0.9913553595542908
de,Major,0.6075117588043213
de,Minor,-0.09609603881835938
de,Major,0.7658140659332275
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,1.0
de,Major,0.8657677173614502
de,Minor,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,1.0
de,Minor,1.0
de,Major,1.0
de,Major,1.0
de,Major,0.8657677173614502
de,Major,1.0
de,Major,0.07511217892169952
de,Major,1.0
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,0.060537368059158325
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Minor,1.0
de,Neutral,1.000000238418579
de,Neutral,0.7931239604949951
de,Neutral,1.0000001192092896
de,Neutral,0.7012639045715332
de,Minor,0.1567278504371643
de,Major,0.7873039245605469
de,Major,1.0
de,Neutral,1.0
de,Major,1.0
de,Major,0.9367774724960327
de,Major,0.6270374655723572
de,Major,0.8445572853088379
de,Major,1.0
de,Major,0.8959879875183105
de,Major,0.34393757581710815
de,Major,0.20019590854644775
de,Major,0.0
de,Major,0.0
de,Major,0.0
de,Major,0.8959879875183105
de,Major,1.0000001192092896
de,Major,1.000000238418579
de,Major,1.0
de,Major,1.0000001192092896
de,Major,0.8959879875183105
de,Minor,0.9689172506332397
de,Major,0.9967010021209717
de,Major,0.9539077281951904
de,Major,1.0
de,Major,1.0
de,Major,0.24491697549819946
de,Major,1.0000001192092896
de,Major,0.8284311890602112
de,Neutral,0.9805866479873657
de,Neutral,1.0
de,Major,0.9014992117881775
de,Major,0.9531275629997253
de,Minor,0.34550249576568604
de,Major,1.0
de,Neutral,1.0000001192092896
de,Neutral,0.3703165650367737
de,Major,0.9804118871688843
de,Minor,0.6953173875808716
de,Minor,0.22105437517166138
de,Minor,0.5238246917724609
de,Major,0.08773814141750336
de,Major,1.000000238418579
de,Major,1.0
de,Minor,1.0
de,Major,1.0000001192092896
de,Major,1.000000238418579
de,Minor,1.0
de,Minor,1.0000001192092896
de,Minor,1.0
de,Minor,1.0
de,Major,1.0
de,Critical,1.000000238418579
de,Minor,1.0
de,Minor,1.0
de,Minor,1.0000001192092896
de,Minor,0.9999998807907104
de,Minor,0.8874989151954651
de,Critical,1.0
de,Critical,1.0
de,Minor,1.0000001192092896
de,Minor,1.0000001192092896
de,Minor,0.04316100478172302
de,Minor,0.3024997413158417
de,Minor,0.1312151849269867
de,Minor,0.17379021644592285
de,Minor,0.21465787291526794
de,Major,0.8705673217773438
de,Major,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Major,0.7983944416046143
de,Minor,0.9839006662368774
de,Major,1.0
de,Major,0.4573255777359009
de,Major,0.928432822227478
de,Major,0.8220791816711426
de,Major,0.1915690004825592
de,Major,0.9704046249389648
de,Major,0.9654927849769592
de,Minor,1.0
de,Minor,0.935996413230896
de,Minor,0.16324995458126068
de,Minor,0.19924116134643555
de,Major,1.0000001192092896
de,Major,0.9777289032936096
de,Minor,0.9057310819625854
de,Major,1.0
de,Minor,0.7983944416046143
de,Major,0.9839006662368774
de,Neutral,0.7114884853363037
de,Major,1.0
de,Major,1.0
de,Major,0.996613621711731
de,Major,1.0
de,Major,0.052524957805871964
de,Minor,0.28641730546951294
de,Minor,1.0
de,Major,1.0
de,Major,0.5423955321311951
de,Major,0.7334951758384705
de,Minor,0.28641730546951294
de,Neutral,1.0000001192092896
de,Major,0.15450012683868408
de,Neutral,0.8658807277679443
de,Minor,1.0000001192092896
de,Major,1.0
de,Minor,0.28641730546951294
de,Minor,0.28641730546951294
de,Major,0.6543436646461487
de,Major,1.0
de,Major,1.0
de,Major,0.37739673256874084
de,Minor,0.9747161269187927
de,Major,1.0
de,Minor,0.28641730546951294
de,Major,0.9308168292045593
de,Minor,1.0
de,Major,0.2610883116722107
de,Major,1.0
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Minor,1.000000238418579
de,Major,1.0
de,Major,1.0
de,Neutral,1.0
de,Major,1.0
de,Minor,1.000000238418579
de,Minor,0.9122025966644287
de,Major,1.0
de,Major,0.904010534286499
de,Minor,1.0
de,Major,0.9442131519317627
de,Major,0.9652126431465149
de,Minor,0.9939179420471191
de,Minor,0.837232768535614
de,Major,0.3909587860107422
de,Major,0.9442131519317627
de,Major,0.9652126431465149
de,Minor,0.9939179420471191
de,Minor,0.837232768535614
de,Major,0.9820733070373535
de,Major,0.033503253012895584
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,0.9820733070373535
de,Minor,0.033503253012895584
de,Minor,0.9630516767501831
de,Minor,0.8853296041488647
de,Major,-0.02525416389107704
de,Major,1.0
de,Minor,0.0
de,Minor,0.7467866539955139
de,Major,1.0
de,Major,0.02968893200159073
de,Major,1.0
de,Neutral,0.7443113327026367
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,0.9999999403953552
de,Major,1.0
de,Major,0.7048113346099854
de,Major,0.2697463035583496
de,Major,0.965408205986023
de,Neutral,0.9271278381347656
de,Major,0.9553273916244507
de,Major,0.129876047372818
de,Major,0.4367595911026001
de,Major,1.0000001192092896
de,Major,0.620452880859375
de,Major,0.21070797741413116
de,Major,0.965408205986023
de,Minor,0.08105412125587463
de,Minor,0.07674355804920197
de,Neutral,0.23686985671520233
de,Major,0.337188720703125
de,Major,1.000000238418579
de,Minor,1.0000001192092896
de,Major,0.9999999403953552
de,Major,1.0
de,Major,0.7048113346099854
de,Minor,0.2697463035583496
de,Major,0.19774463772773743
de,Major,0.235237717628479
de,Major,0.29877954721450806
de,Major,0.0
de,Neutral,1.0
de,Minor,1.0
de,Minor,0.1458580493927002
de,Minor,0.05546789988875389
de,Minor,1.0
de,Minor,1.0
de,Minor,0.07581179589033127
de,Minor,0.2107367217540741
de,Critical,0.12125221639871597
de,Minor,0.7930827140808105
de,Minor,1.0
de,Minor,1.0
de,Minor,1.0000001192092896
de,Major,1.0
de,Neutral,0.8447070121765137
de,Neutral,1.0000001192092896
de,Neutral,0.9793718457221985
de,Neutral,0.9708359241485596
de,Neutral,1.0
de,Neutral,0.9297293424606323
de,Neutral,1.0
de,Neutral,0.8993915915489197
de,Neutral,1.0
de,Neutral,1.0
de,Major,0.939001202583313
de,Neutral,0.9995250105857849
de,Neutral,1.0
de,Neutral,0.9705859422683716
de,Neutral,1.0000001192092896
de,Neutral,0.9016644954681396
de,Neutral,1.0000001192092896
de,Neutral,0.8810421228408813
de,Neutral,0.774431049823761
de,Neutral,1.0
de,Neutral,0.9734539985656738
de,Minor,0.9537850022315979
de,Major,0.9362353086471558
de,Minor,1.0
de,Neutral,1.0
de,Minor,1.0
de,Major,1.0
de,Minor,1.0
de,Neutral,1.0000001192092896
de,Major,1.0
de,Minor,0.9999999403953552
de,Minor,1.0
de,Minor,0.23382370173931122
de,Neutral,1.0000001192092896
de,Neutral,1.000000238418579
de,Neutral,0.7931239604949951
de,Neutral,1.0
de,Neutral,0.9999999403953552
de,Neutral,1.0
de,Major,0.9730331897735596
de,Major,0.677992582321167
de,Minor,0.9979108572006226
de,Neutral,0.9185274243354797
de,Minor,1.0
de,Minor,0.8959879875183105
de,Major,1.0
de,Major,1.0000001192092896
de,Minor,0.9689172506332397
de,Neutral,1.0
de,Neutral,0.9247649908065796
de,Neutral,1.0
de,Neutral,0.9805866479873657
de,Neutral,1.0
de,Neutral,0.962877631187439
de,Neutral,0.2785363793373108
de,Minor,0.5650092959403992
de,Major,1.0
de,Neutral,1.0000001192092896
de,Neutral,0.9014992117881775
de,Neutral,0.3703165650367737
de,Major,0.8970730304718018
de,Minor,1.0
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,0.9212623834609985
de,Major,0.9999998807907104
de,Major,0.8131939172744751
de,Major,0.07862718403339386
de,Major,1.0000001192092896
de,Major,0.8705673217773438
de,Major,1.000000238418579
de,Major,0.07862718403339386
de,Major,0.012784643098711967
de,Major,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0000001192092896
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Major,0.7983944416046143
de,Minor,0.9839006662368774
de,Major,1.0
de,Major,0.9704046249389648
de,Major,0.9654927849769592
de,Minor,0.9437265396118164
de,Minor,0.9784144163131714
de,Minor,0.309207558631897
de,Major,0.22905686497688293
de,Major,1.0000001192092896
de,Major,0.9777289032936096
de,Minor,0.9057310819625854
de,Minor,1.0
de,Minor,1.0
de,Neutral,0.7114884853363037
de,Minor,0.952398419380188
de,Major,1.0
de,Major,0.996613621711731
de,Major,0.1358533799648285
de,Major,1.0
de,Major,1.0
de,Minor,0.30787092447280884
de,Major,1.0
de,Major,1.0
de,Major,0.5423955321311951
de,Minor,0.30787092447280884
de,Neutral,1.0000001192092896
de,Neutral,0.15450012683868408
de,Major,0.8658807277679443
de,Minor,1.0000001192092896
de,Minor,1.0
de,Neutral,1.0000001192092896
de,Minor,0.15450012683868408
de,Minor,1.0
de,Minor,1.0
de,Major,1.0
de,Major,0.9747161269187927
de,Minor,1.0
de,Minor,1.0
de,Minor,0.30787092447280884
de,Major,1.0
de,Minor,1.0
de,Minor,1.0
de,Minor,1.0
de,Major,0.01213967427611351
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.000000238418579
de,Minor,1.0
de,Minor,0.9031786322593689
de,Minor,1.0
de,Minor,0.9122025966644287
de,Minor,1.0
de,Minor,0.904010534286499
de,Major,1.0
de,Minor,0.3167978525161743
de,Minor,0.9442131519317627
de,Minor,0.050679802894592285
de,Minor,0.1742495745420456
de,Minor,1.0000001192092896
de,Minor,1.0
de,Minor,1.0
de,Minor,0.8918599486351013
de,Minor,1.0
de,Minor,0.9630516767501831
de,Minor,1.0
de,Neutral,0.9820733070373535
de,Minor,0.7467866539955139
de,Major,0.39206555485725403
de,Minor,0.5386652946472168
de,Minor,0.36814364790916443
de,Minor,1.0000001192092896
de,Major,0.965408205986023
de,Minor,0.9466654062271118
de,Major,0.9553273916244507
de,Minor,0.8648366928100586
de,Major,0.21070797741413116
de,Major,1.0
de,Major,0.9731342792510986
de,Neutral,0.036985255777835846
de,Major,0.5061640739440918
de,Minor,1.0
de,Major,0.3050762712955475
de,Major,0.45283272862434387
de,Major,0.701124906539917
de,Neutral,1.0000001192092896
de,Minor,0.9975734949111938
de,Major,1.0
de,Major,1.0
de,Minor,0.9943161010742188
de,Major,0.9975734949111938
de,Major,0.9975734949111938
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Neutral,0.9793718457221985
de,Neutral,0.9708359241485596
de,Neutral,1.0
de,Neutral,0.3111320734024048
de,Neutral,0.7930416464805603
de,Neutral,0.8993915915489197
de,Neutral,1.0
de,Neutral,1.0
de,Minor,0.9967519044876099
de,Minor,0.9967519044876099
de,Major,0.9734539985656738
de,Major,0.939001202583313
de,Minor,1.0
de,Neutral,0.9995250105857849
de,Neutral,1.0
de,Neutral,0.9705859422683716
de,Neutral,0.9016644954681396
de,Neutral,1.0000001192092896
de,Neutral,0.8810421228408813
de,Neutral,0.774431049823761
de,Minor,0.9913553595542908
de,Neutral,1.0
de,Minor,1.0
de,Minor,0.8657677173614502
de,Minor,1.0
de,Minor,1.0000001192092896
de,Major,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Minor,0.7931239604949951
de,Neutral,1.000000238418579
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,0.7144115567207336
de,Neutral,1.0
de,Minor,0.4351475238800049
de,Major,0.9730331897735596
de,Major,0.677992582321167
de,Neutral,0.9185274243354797
de,Major,1.0
de,Major,0.8959879875183105
de,Major,1.0000001192092896
de,Major,0.8959879875183105
de,Major,0.9689172506332397
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,0.9805866479873657
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Major,0.3703165650367737
de,Major,0.5650092959403992
de,Neutral,1.0000001192092896
de,Neutral,0.9014992117881775
de,Major,0.5888649225234985
de,Major,0.9066789746284485
de,Minor,1.0
de,Major,1.0000001192092896
de,Major,0.07862718403339386
de,Major,0.012784643098711967
de,Major,1.0
de,Major,1.0
de,Major,0.04177532345056534
de,Major,0.07862718403339386
de,Minor,1.0000001192092896
de,Major,1.0
de,Major,1.000000238418579
de,Major,0.9999998807907104
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,0.3901234567165375
de,Neutral,0.21638645231723785
de,Neutral,1.0
de,Minor,0.8190221190452576
de,Major,0.9839006662368774
de,Major,0.9704046249389648
de,Major,0.9654927849769592
de,Minor,1.0
de,Minor,0.9437265396118164
de,Major,0.9784144163131714
de,Major,0.309207558631897
de,Minor,0.22905686497688293
de,Major,1.0000001192092896
de,Major,0.9777289032936096
de,Major,0.8190221190452576
de,Major,0.40018296241760254
de,Neutral,1.0
de,Neutral,0.7114884853363037
de,Minor,0.952398419380188
de,Major,1.0
de,Major,0.996613621711731
de,Major,0.1358533799648285
de,Major,1.0
de,Major,0.04749754071235657
de,Minor,0.22865545749664307
de,Minor,0.30787092447280884
de,Major,0.6266443729400635
de,Major,1.0
de,Major,0.5423955321311951
de,Minor,0.30787092447280884
de,Major,1.0000001192092896
de,Minor,0.15450012683868408
de,Neutral,0.8658807277679443
de,Neutral,1.0000001192092896
de,Minor,1.0
de,Minor,0.30787092447280884
de,Minor,1.0
de,Minor,1.0
de,Major,1.0
de,Major,0.9747161269187927
de,Minor,1.0
de,Minor,1.0
de,Minor,0.30787092447280884
de,Major,1.0
de,Minor,1.0
de,Major,1.0
de,Major,0.01213967427611351
de,Neutral,1.0
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,1.000000238418579
de,Minor,1.0
de,Minor,0.9031786322593689
de,Minor,0.7988297939300537
de,Minor,0.9122025966644287
de,Minor,1.0
de,Minor,0.5648627281188965
de,Minor,-0.0037768417969346046
de,Minor,0.9442131519317627
de,Minor,1.0000001192092896
de,Minor,1.0
de,Minor,1.0
de,Minor,0.8918599486351013
de,Minor,0.9630516767501831
de,Minor,1.0
de,Minor,1.0
de,Neutral,0.9820733070373535
de,Minor,0.7467866539955139
de,Minor,1.0
de,Major,0.39206555485725403
de,Minor,0.5386652946472168
de,Major,0.36814364790916443
de,Minor,1.0000001192092896
de,Major,0.965408205986023
de,Minor,0.9657298922538757
de,Major,0.9071477651596069
de,Major,0.8648366928100586
de,Minor,0.9812662601470947
de,Major,0.39206555485725403
de,Minor,0.5386652946472168
de,Major,1.0
de,Major,0.3050762712955475
de,Major,0.45283272862434387
de,Major,0.701124906539917
de,Neutral,1.0000001192092896
de,Neutral,1.0
de,Major,0.9975734949111938
de,Minor,0.1458580493927002
de,Major,0.9975734949111938
de,Major,0.9975734949111938
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0000001192092896
de,Neutral,0.9793718457221985
de,Neutral,1.0
de,Neutral,0.9708359241485596
de,Neutral,1.0
de,Neutral,1.0
de,Neutral,0.7930416464805603
de,Neutral,0.8993915915489197
de,Neutral,1.0
de,Neutral,1.0
de,Major,0.9979262948036194
de,Major,0.904544472694397
de,Major,1.0
de,Major,0.9705859422683716
de,Major,0.9967519044876099
de,Major,0.9615498185157776
de,Major,0.7439343333244324
de,Major,0.4686577618122101
de,Major,0.8079913258552551
de,Major,1.0
de,Major,0.8622541427612305
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,1.0
de,Major,0.0939517468214035
de,Major,1.0
de,Minor,0.0
de,Major,0.5695021152496338
de,Major,0.44751620292663574
de,Major,-0.002400897443294525
de,Major,0.031487178057432175
de,Major,0.36340630054473877
de,Major,0.5128626227378845
de,Minor,1.0
de,Major,1.0
de,Major,0.9088975191116333
de,Major,1.0
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.000000238418579
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,0.6503549814224243
de,Major,1.0000001192092896
de,Minor,1.0
de,Major,0.9999999403953552
de,Minor,1.0
de,Major,1.0
de,Major,0.8944932222366333
de,Minor,1.0
de,Major,0.5695021152496338
de,Major,0.44751620292663574
de,Major,1.0
de,Major,0.7869641780853271
de,Major,0.7852650284767151
de,Major,1.0
de,Minor,1.0
de,Major,0.9999999403953552
de,Major,1.0000001192092896
de,Major,0.6535958051681519
de,Major,1.0
de,Major,1.0
de,Minor,1.0
de,Major,0.1567278504371643
de,Major,0.12773597240447998
de,Minor,0.16727517545223236
de,Major,1.0
de,Major,0.1567278504371643
de,Major,0.12773597240447998
de,Major,0.16727517545223236
de,Major,1.0
de,Major,0.9279546141624451
de,Major,0.6043851375579834
de,Major,0.09897804260253906
de,Major,0.7136020064353943
de,Major,0.22432470321655273
de,Major,0.9279546141624451
de,Major,0.6043851375579834
de,Major,0.09897804260253906
de,Major,0.8959879875183105
de,Major,0.34393757581710815
de,Minor,0.20019590854644775
de,Major,0.0
de,Major,0.0
de,Major,0.0
de,Major,0.8959879875183105
de,Major,0.34393757581710815
de,Major,0.8959879875183105
de,Major,0.34393757581710815
de,Major,1.0
de,Major,1.0
de,Major,1.0000001192092896
de,Major,1.000000238418579
de,Major,1.0
de,Major,1.0000001192092896
de,Major,0.962877631187439
de,Major,0.8117895126342773
de,Major,0.863663911819458
de,Major,0.9162622690200806
de,Major,0.07406195998191833
de,Major,0.018036039546132088
de,Major,0.09373533725738525
de,Major,0.23555293679237366
de,Major,0.0
de,Major,0.07406195998191833
de,Major,0.018036039546132088
de,Major,0.09373533725738525
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,0.23523342609405518
de,Major,1.0000001192092896
de,Major,0.07554498314857483
de,Major,0.0
de,Major,0.3703165650367737
de,Major,0.7812203168869019
de,Major,0.7812203168869019
de,Major,0.5242267847061157
de,Major,0.5650092959403992
de,Major,1.0
de,Major,1.0
de,Major,0.1603909730911255
de,Minor,0.027571476995944977
de,Minor,0.6711724996566772
de,Major,0.22919955849647522
de,Major,0.18703234195709229
de,Major,0.05221535637974739
de,Major,0.18394507467746735
de,Major,0.12096049636602402
de,Major,0.16652317345142365
de,Minor,1.000000238418579
de,Minor,0.835540771484375
de,Major,0.08658211678266525
de,Major,1.0000001192092896
de,Major,0.09223489463329315
de,Major,1.0
de,Major,0.027571476995944977
de,Major,0.6711724996566772
de,Major,0.22919955849647522
de,Major,0.18703234195709229
de,Major,0.05221535637974739
de,Major,0.027571476995944977
de,Major,1.0
de,Major,0.09736001491546631
de,Major,1.0
de,Major,0.6965760588645935
de,Minor,0.027571476995944977
de,Major,0.6711724996566772
de,Minor,0.22919955849647522
de,Major,1.0
de,Major,0.33904802799224854
de,Major,0.543472945690155
de,Major,0.8500938415527344
de,Major,0.4625644385814667
de,Critical,1.0
de,Major,0.027571476995944977
de,Major,0.6711724996566772
de,Major,0.22919955849647522
de,Major,1.0
de,Major,0.9840518832206726
de,Major,0.3492804765701294
de,Major,0.027571476995944977
de,Major,1.0000001192092896
de,Major,1.0000001192092896
de,Major,0.3901234567165375
de,Major,0.05014188587665558
de,Minor,1.0
de,Minor,0.5731686949729919
de,Major,0.027571476995944977
de,Major,0.6711724996566772
de,Major,0.22919955849647522
de,Major,0.18703234195709229
de,Major,0.05221535637974739
de,Major,0.18394507467746735
de,Major,0.12096049636602402
de,Major,0.16652317345142365
de,Major,1.000000238418579
de,Major,0.835540771484375
de,Major,0.08658211678266525
de,Major,1.0000001192092896
de,Major,0.09223489463329315
de,Major,1.0
de,Minor,0.9839006662368774
de,Major,0.04335068166255951
de,Major,0.43467894196510315
de,Major,1.0000001192092896
de,Major,1.0
de,Major,0.7114884853363037
de,Major,0.2535805106163025
de,Major,0.0
de,Major,0.0
de,Major,1.0
de,Major,1.0
de,Major,0.1915690004825592
de,Major,0.9704046249389648
de,Major,0.9654927849769592
de,Major,0.5480636358261108
de,Major,0.08654402196407318
de,Major,0.061648279428482056
de,Major,0.6881527304649353
de,Minor,1.0000001192092896
de,Major,1.0
de,Major,0.9839006662368774
de,Major,0.04335068166255951
de,Major,0.5480636358261108
de,Major,0.08654402196407318
de,Major,0.061648279428482056
de,Major,0.6881527304649353
de,Major,0.40018296241760254
de,Major,0.169963538646698
de,Major,0.8835844993591309
de,Major,0.3067235052585602
de,Major,0.27366846799850464
de,Minor,0.0
de,Major,1.0
de,Major,1.0
de,Major,0.28641730546951294
de,Major,0.5428074598312378
de,Major,0.25939154624938965
de,Major,1.0
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,0.9678763151168823
de,Major,1.0
de,Major,1.0
de,Major,0.9747161269187927
de,Major,0.860757052898407
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,1.000000238418579
de,Major,0.9988347291946411
de,Major,0.5572031140327454
de,Major,0.7988297939300537
de,Minor,1.000000238418579
de,Major,0.9122025966644287
de,Major,1.0
de,Major,0.9442131519317627
de,Major,1.0000001192092896
de,Major,1.0
de,Major,1.0
de,Major,0.9630516767501831
de,Major,0.7467866539955139
de,Major,1.0
de,Major,1.0000001192092896
de,Major,0.39206555485725403
de,Major,0.0832769051194191
de,Major,0.13854184746742249
de,Major,0.4870249629020691
de,Major,1.000000238418579
de,Major,0.7887715697288513
de,Major,0.9999999403953552
de,Major,0.1800476759672165
de,Major,0.28081947565078735
de,Minor,0.965408205986023
de,Major,0.04531468451023102
de,Major,0.5138119459152222
de,Major,0.22950784862041473
de,Major,0.03462069109082222
de,Major,0.9360489845275879
de,Major,0.9553273916244507
de,Minor,0.519454836845398
de,Major,0.26727867126464844
de,Major,0.5406844615936279
de,Major,0.22735288739204407
de,Major,0.0
de,Major,0.0
de,Major,1.0000001192092896
de,Major,0.22010695934295654
de,Major,0.27824223041534424
de,Major,1.0
de,Major,1.0
de,Major,1.0
de,Major,0.18183812499046326
de,Major,1.0000001192092896
de,Major,0.22010695934295654
de,Major,0.1852010190486908
de,Major,0.19206666946411133
de,Major,0.3893923759460449
de,Major,1.0000001192092896
de,Major,0.19700710475444794
de,Major,0.0
de,Major,1.0000001192092896
