lang,src,severity,overall_similarity,entity_scores
de,"In 8 of these 37 pats., gall stone extraction was achieved using EUS-ERCP rendezvous technique (not included in the study since there was no surgically altered anatomy of the upper GI tract).",,0.9822749018669128,[]
de,"(21 %), complications occurred in 6 individuals",,0.9352837204933167,[]
de,All consecutive pats. with cholangiolithiasis and surgically altered anatomy of the upper GI tract with and without previous attempts of an ERCP were enrolled in this unicenter case study and were characterized with regard to the technical and clinical success of this approach.,,0.8559718603889147,[]
de,Re-interventions became necessary in 6/29 cases,,0.7096438109874725,[]
de,(21 %).  EUS-guided stone extraction in antegrade or retrograde technique for pats. with surgically altered anatomy of the upper GI tract can be considered a favorable and safe but challenging approach of interventional endoscopy/EUS.,,0.968548983335495,[]
de,In 13 of the remaining 29 subjects,,0.9999999701976776,[]
de,EUS-guided access to the biliary system was achieved in all 29 pats.,,0.9537007957696915,[]
de,In 11/29 cases,,1.0,[]
de,"(7 %), gall stones were extracted via a retrograde route using a transhepatic access site; in one patient",,0.907520666718483,[]
de,"(3 %), stones were removed by means of a combined ante-/retrograde technique.",,1.0000001192092896,[]
de,In two subjects,,1.0,[]
de,"(7 %), cholangioscopy with electrohydraulic lithotripsy was used.",,1.0000000794728596,[]
de,Technical as well as clinical success rate was 100 % (29 of 29 pats.).,,0.9999999403953552,[]
de,"It can provide high technical and clinical success and low complication rates; it has the potential to substitute the time-consuming balloon-enteroscopy-guided ERCP as well as, in particular, PTCD and, thus, secundary and tertiary therapeutic alternatives.",,0.9654733141263326,[]
de,A 66-year-old women with chronic hepatitis-b and antiviral therapy was presented with icterus and sickness 2 weeks after cold symptoms.,,0.8714808097907475,[]
de,The treatment was stopped by patient 6 month before.,,0.9685477614402771,[]
de,The chemical results showed elevated liver enzymes and bilirubin values.,,0.9430034756660461,[]
de,"The hepatitis-b status revealed signs of chronical course (HBsAg positive), the virus amount was > 21 Mio IU/ml.",,1.0000002145767213,[]
de,The sonographic abdominal status was normal.,,0.9999999403953552,[]
de,The antiviral therapy was re-established and liver enzymes improved.,,0.9816393852233887,[]
de,The virus amount was falling and after 22 weeks antiviral therapy seroconversion (HBsAg negative) and healing up of hepatitis-b was objectified.,,0.744718519349893,[]
de,Acute exacerbation of chronic hepatitis-b followed stopping antiviral treatment can lead to healing by loss of HBsAg.,,0.9336434602737427,[]
de,"The liver was enlarged, the abdomen and further body status unsuspicious.",,1.0,[]
de,Alignment of cranial CT scans (cCTs) to a common reference plane simplifies anatomical-landmark-based orientation and eases follow-up assessment of intracranial findings.,,0.9274050792058309,[]
de,"We developed and open sourced a fully automated system, which aligns cCTs to the Anterior Commissure/Posterior Commissure (ACPC) line and exports the results to the PACS.",,0.7786565919717153,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,1.0000001192092896,[]
de,Five mm mean slabs are generated with the top non-air slice as the starting point.,,0.5488465782254934,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,1.0000001192092896,[]
de,"We developed and open sourced a fully automated system, which aligns cCTs to the Anterior Commissure/Posterior Commissure (ACPC) line and exports the results to the PACS.",,0.7786565919717153,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,1.0000001192092896,[]
de,The CS was more easily identified after fatbACPC (original scans: 4 (range: 2-5); ACPC-aligned: 5 (range: 4-5); p < 0.0001).,,0.8745172023773193,[]
de,The developed system can robustly and automatically align cCTs to the ACPC line.,,1.000000238418579,[]
de,KEY POINTS:: · fatbACPC automatically aligns cranial CT scans to the Anterior Commissure/Posterior Commissure plane..,,0.9001165429751078,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,1.0000001192092896,[]
de,The CS was more easily identified after fatbACPC (original scans: 4 (range: 2-5); ACPC-aligned: 5 (range: 4-5); p < 0.0001).,,0.8745172023773193,[]
de,The CS was more easily identified after fatbACPC (original scans: 4 (range: 2-5); ACPC-aligned: 5 (range: 4-5); p < 0.0001).,,0.8745172023773193,[]
de,"CITATION FORMAT: · Rubbert C, Turowski B, Caspers J. Automatic Alignment of Cranial CT Examinations to the Anterior Commissure/Posterior Commissure (ACPC) Reference Plane for Reliable Interpretation and Quality Assurance.",,0.6729163403312365,[]
de,"For evaluation, 301 trauma cCTs from the CQ500 dataset were processed.",,1.0000001192092896,[]
de,"The mean rotation to achieve alignment was |X| = 6.4 ± 5.2° ([-X,+X] = -26.8°-24.2°), |Y| = 2.1 ± 1.7° ([-Y,+Y] = -8.7°-9.8°), and |Z| = 3.1 ± 2.4° ([-Z,+Z] = -14.3°-12.5°).",,0.7854278087615967,[]
de,Degrees of deviation from the ideal alignment could be used for quality assurance.,,1.0,[]
de,Fortschr Röntgenstr 2021; 193: 61 - 67.,,0.8851504325866699,[]
de,"Moreover, thoracotomy and VATS gave equivalent values for health-related quality of life.",,1.0,[]
de,"With respect to health-related quality of life, thoracotomy and video-assisted thorascopic surgery are equivalent in the long term.",,0.8325377106666565,[]
de,But there was a trend to improvement with both summary scores that might indicate superiority of video-assisted thoracoscopic surgery.,,0.6008223071694374,[]
de,"Moreover, HRQoL after thoracotomy was compared to HRQoL after video-assisted thoracoscopic surgery (VATS).",,0.9031786918640137,[]
de,"Based on retrospective data generated during a 7-year period (2010 - 2017), 327 patients with non-small cell lung cancer who underwent therapy were examined.",,1.0000000238418578,[]
de,Patients either underwent thoracotomy or video-assisted thoracoscopic surgery. 456 of short form 12 questionnaires were analysed.,,0.8627190291881561,[]
de,"Via norm-based scoring, and physical and mental component summaries (PCS and MCS) were calculated before and 6, 12, and 24 months after treatment.",,0.5597288571298122,[]
de,"Via norm-based scoring, and physical and mental component summaries (PCS and MCS) were calculated before and 6, 12, and 24 months after treatment.",,0.5597288571298122,[]
de,"Up to 24 months after surgery, the physical dimension of HRQoL is significantly reduced, while the mental component summary does not significantly differ from the German population.",,1.0000000596046448,[]
de,Earlier studies have proven that in patients with non-small cell lung cancer video-assisted thoracoscopic surgery is functionally superior to thoracotomy in terms of perioperative and postoperative complications.,,0.8931513786315918,[]
de,The objective of this work was to determine whether there is a difference in health-related quality of life (HRQoL) of patients with non-small cell lung cancer - compared to the German normal population - before and after surgery.,,1.0,[]
de,Since its introduction in 2013 Bromelain-based Enzymatic Debridement (ED) is increasingly used in burn centers.,,1.0000000794728596,[]
de,Published evidence shows its efficiency in eschar removal as well as a superiority in blood loss and necessity of further surgical procedures compared to standard-of-care.,,0.6067743673920631,[]
de,"While the procedure is safe and shows reliable results in experienced hands, some practical and logistical issues must be challenged that are not described sufficiently in available literature.",,0.0,[]
de,"A multi-professional panel, consisting of experienced users of ED from German-speaking burn units has been invited to an expert workshop.",,0.8027550280094147,[]
de,"Topics concerning indication, definition of treatment pathways, practical issues, post-treatment and handling of complications have been coordinated in advance to allow discussion during the workshop.",,0.0,[]
de,Summarizing key messages have been additionally highlighted.,,0.0,[]
de,They aim on helping to achieve optimal results after establishing the technique by new users as well as optimizing results by experienced users.,,1.0,[]
de,"Amongst others, the resulting recommendations deal with indications for ED beyond the classic domain, different treatment pathways depending on burn depth and primary result after ED with adapted post-treatment, management of treatment failure and implementation of infrastructural conditions.",,0.940100222826004,[]
de,"Although the recommendations and experts opinions published here are only partly evidenced based, they are still based on the pooled experienced of the panelists that easily outnumbers the cases published in literature so far and allow valuable support for a successful implementation of the technique.",,0.0,[]
de,"While efficiency of ED as well as superiority in some aspects of treatment of burn wounds could be shown in available literature, user-oriented recommendations for practical implementation are scarce.",,0.7115378032128016,[]
de,To each topic practical recommendations were developed and consented.,,0.0,[]
de,"To investigate if T1 and T2 mapping is able to differentiate between diseased and healthy myocardium in patients with systemic sarcoidosis, and to compare the standard mapping measurement (measurement within the whole myocardium of the midventricular short axis slice, SAX) to a more standardized method measuring relaxation times within the midventricular septum (ConSept).",,0.9929123322168986,[]
de,T1 and T2 relaxation times were compared between patients and controls.,,1.0,[]
de,T1 and T2 relaxation times were significantly longer in all patients compared with controls using both the SAX and the ConSept approach (p < 0.05).,,0.9869013627370199,[]
de,"To investigate if T1 and T2 mapping is able to differentiate between diseased and healthy myocardium in patients with systemic sarcoidosis, and to compare the standard mapping measurement (measurement within the whole myocardium of the midventricular short axis slice, SAX) to a more standardized method measuring relaxation times within the midventricular septum (ConSept).",,0.9929123322168986,[]
de,"To investigate if T1 and T2 mapping is able to differentiate between diseased and healthy myocardium in patients with systemic sarcoidosis, and to compare the standard mapping measurement (measurement within the whole myocardium of the midventricular short axis slice, SAX) to a more standardized method measuring relaxation times within the midventricular septum (ConSept).",,0.9929123322168986,[]
de,Myocardial Mapping in Systemic Sarcoidosis: A Comparison of Two Measurement Approaches.,,1.0000000596046448,[]
de,"However, LGE+ and LGE- patients showed no significant differences in T1 and T2 relaxation times regardless of the measurement approach used (ConSept/SAX) (p > 0.05). Direct comparison of ConSept and SAX T1 mapping showed high conformity in the discrimination between healthy and diseased myocardium (Kappa = 0.844).",,0.8169178664684296,[]
de,24 patients with biopsy-proven extracardiac sarcoidosis and 17 healthy control subjects were prospectively enrolled in this study and underwent CMR imaging at 1.5 T including native T1 and T2 mapping.,,0.8421393260359764,[]
de,Patients were divided into patients with (LGE+) and without (LGE-) cardiac sarcoidosis.,,1.0,[]
de,"Furthermore, the SAX and the ConSept approach were compared regarding differentiation between healthy and diseased myocardium.",,0.5705929696559906,[]
de,T1 and T2 mapping may not only enable noninvasive recognition of cardiac involvement in patients with systemic sarcoidosis but may also serve as a marker for early cardiac involvement of the disease allowing for timely treatment.,,0.9721574634313583,[]
de,ConSept T1 mapping represents an equivalent method for tissue characterization in this population compared to the SAX approach.,,1.0,[]
de,Further studies including follow-up examinations are necessary to confirm these preliminary results.,,0.7930417656898499,[]
de,· The ConSept approach can be used as an alternative measuring method in sarcoidosis patients.,,0.9734642207622528,[]
de,"· Dabir D, Luetkens J, Kuetting D et al.",,0.0,[]
de,Fortschr Röntgenstr 2021; 193: 68 - 76.,,1.0,[]
de,Rapid progression and systemic illness are typical for the disease and complicate diagnosis.,,1.00000003973643,[]
de,Three cases of cervicofacial NF are presented in this case report.,,0.660995547970136,[]
de,"All patients showed a rapidly progressing, painful swelling and redness in the cervicofacial region.",,0.6302327911059061,[]
de,"NF is a fast-developing soft tissue infection associated with high mortality and morbidity, and is often recognized too late.",,0.8585420250892639,[]
de,"After diagnosing NF based on clinical symptoms, laboratory parameters, and CT, the patients were treated with systemic antibiotics and multiple extensive debridements.",,0.9999999403953552,[]
de,"Diagnosis is based on clinical signs such as progressive diffuse swelling, pain, erythema, and early systemic illness.",,0.0,[]
de,CT/MRT images can show soft tissue swelling with pathognomonic gas formation.,,0.8389372229576111,[]
de,"After diagnosing NF based on clinical symptoms, laboratory parameters, and CT, the patients were treated with systemic antibiotics and multiple extensive debridements.",,0.9999999403953552,[]
de,Intravenously administered immunoglobulins and hyperbaric pressure therapy should only be used as supplementary treatments.,,0.8057862222194672,[]
de,"Necrotizing fasciitis (NF) is a life-threatening, usually bacterial, soft tissue infection that rarely affects the head and neck region.",,0.6142435669898987,[]
de,Immediate surgical and antimicrobial therapy is required.,,1.0000001192092896,[]
de,"After diagnosing NF based on clinical symptoms, laboratory parameters, and CT, the patients were treated with systemic antibiotics and multiple extensive debridements.",,0.9999999403953552,[]
de,Laboratory parameters (Laboratory Risk Indicator for Necrotizing Fasciitis [LRINEC] score) and imaging via CT or MRT are helpful.,,1.0000001192092896,[]
de,This study aimed to analyse the relationship between increase in revenue and resource expenditure in reconstructive microsurgery at a university hospital of maximum care with regard to the treatment of interdisciplinary patients.,,1.0000000794728596,[]
de,Advances in reconstructive microsurgery have led to significant improvements in the surgical care of complex interdisciplinary cases.,,1.0000000794728596,[]
de,"The interdisciplinary surgical cases were identified from the collective and evaluated prospectively with regard to inpatient treatment days, surgical resource expenditure and economic development (DRG before and after microsurgical reconstruction).",,0.9999999403953552,[]
de,"In 2018 and 2019, a total of 68 free microsurgical flaps were performed in 64 interdisciplinary cases.",,1.0,[]
de,Advances in reconstructive microsurgery have led to significant improvements in the surgical care of complex interdisciplinary cases.,,1.0000000794728596,[]
de,"Considering the contribution of plastic surgery to the economic development and the associated resource expenditure, there is a significant increase in all parameters (p < 0.0001).",,1.0,[]
de,"The interdisciplinary surgical cases were identified from the collective and evaluated prospectively with regard to inpatient treatment days, surgical resource expenditure and economic development (DRG before and after microsurgical reconstruction).",,0.9999999403953552,[]
de,"Moreover, these additional costs are not always adequately reflected in the revenue of the DRG.",,0.0,[]
de,"The interdisciplinary surgical cases were identified from the collective and evaluated prospectively with regard to inpatient treatment days, surgical resource expenditure and economic development (DRG before and after microsurgical reconstruction).",,0.9999999403953552,[]
de,"In 2018 and 2019, a total of 68 free microsurgical flaps were performed in 64 interdisciplinary cases.",,1.0,[]
de,Advances in reconstructive microsurgery have led to significant improvements in the surgical care of complex interdisciplinary cases.,,1.0000000794728596,[]
de,"At the same time, however, this also increases the resource expenditure of the plastic surgeon involved.",,0.0,[]
de,"However, a significant increase in resource consumption is observed as well.",,0.9945895671844482,[]
de,"To ensure modern, individual, patient-oriented and guideline-compliant patient care, there is, therefore, an urgent need to adapt the (G-)DRG system to the additional resource consumption.",,0.0,[]
de,"Staff outings of Emil Kraepelin's Royal Department of Psychiatry were known as ""catatonic walks"".",,0.9999999552965164,[]
de,"Many of Kraepelin's collaborators were inspired by his ideas and driven by scientific enthusiasm which contributed to significant scientific advances, but also took them to very different ends from dental and bowel surgery to psychoanalysis and eventually evidence-based medicine; from racial hygiene and nationalism to the presidency of communist Romania.",,0.6533293376366297,[]
de,"A remarkable number of important German and international visitors participated in 1906, Nicolas Achucarro, Henry Cotton, Eduard Flatau, Smith Ely Jelliffe, Gaetano Perusini, Edward Scripture, Maurycy Urstein and others.",,1.00000003973643,[]
de,The popularity of E-Cigarettes is increasing.,,1.000000238418579,[]
de,"Besides addiction and pulmonary health damage, reports of burn injuries from e-cigarette explosions are also increasing.",,0.9112298339605331,[]
de,"Mostly, explosions of e-cigarettes are attributed to its lithium-ion battery.",,0.8445574641227722,[]
de,Due to increasing cases and missing guidelines we want to present three cases of our hospital and publish recommendations for the management of burn injuries caused by e-cigarette explosions.,,1.0,[]
de,Due to increasing cases and missing guidelines we want to present three cases of our hospital and publish recommendations for the management of burn injuries caused by e-cigarette explosions.,,1.0,[]
de,"The age ranged from 24 to 64 years, the burned total body surface area (TBSA) from 3 % to 12.5 %. All three patients required skin grafting and the length of stay in hospital ranged from five to eleven days.",,0.9999999105930328,[]
de,Due to increasing cases and missing guidelines we want to present three cases of our hospital and publish recommendations for the management of burn injuries caused by e-cigarette explosions.,,1.0,[]
de,"The guidelines of the Advanced Trauma Life Support should be followed, signs of an inhalation trauma should be checked and litmus test should be performed prior to irrigation with aqueous solutions to prevent exothermic reactions with remaining metals.",,0.6701393549640974,[]
de,If litmus test shows alkali pH wounds should be irrigated by mineral oil.,,0.5366961769759655,[]
de,All three e-cigarette explosions occurred in the trouser pockets.,,0.5905300229787827,[]
de,Two patients were male one patient was female.,,0.9999999701976776,[]
de,"It is an evidence- and consensus-based instrument for the improvement and quality assurance of prevention, diagnosis, therapy and aftercare of sepsis.",,0.0,[]
de,The recommendations of the guideline are intended to serve as a supportive information and decision basis for the clinician in the treatment of adult patients with sepsis or septic shock.,,1.0,[]
de,The German Sepsis guideline is an interdisciplinary guideline (S3 classification).,,1.0000001192092896,[]
de,"It summarizes appropriate, scientifically based and up-to-date procedures for diagnosis, therapy and follow-up.",,0.17714741826057434,[]
de,"To investigate feasibility and outcome the novel and favorable option of an endoscopic ultrasonography(EUS)-guided antegrade or even retrograde gall stone extraction via a transhepatic route in patients (pats.) with no option for the usual gold standard, ERCP.",,0.6779160350561142,[]
de,All consecutive pats. with cholangiolithiasis and surgically altered anatomy of the upper GI tract with and without previous attempts of an ERCP were enrolled in this unicenter case study and were characterized with regard to the technical and clinical success of this approach.,,0.999120444059372,[]
de,"From 2004 to 03/2020, overall 449 pats. underwent EUS-guided cholangiodrainage (n = 37 pats. with cholangiolithiasis).",,0.8964787483215332,[]
de,All consecutive pats. with cholangiolithiasis and surgically altered anatomy of the upper GI tract with and without previous attempts of an ERCP were enrolled in this unicenter case study and were characterized with regard to the technical and clinical success of this approach.,,0.999120444059372,[]
de,In 13 of the remaining 29 subjects,,0.9999999701976776,[]
de,"(45 %), there was a failure of previous attempts to reach the papilla of Vater or biliodigestive anastomosis using balloon-enteroscopy-guided ERCP.",,0.9971655011177063,[]
de,All consecutive pats. with cholangiolithiasis and surgically altered anatomy of the upper GI tract with and without previous attempts of an ERCP were enrolled in this unicenter case study and were characterized with regard to the technical and clinical success of this approach.,,0.999120444059372,[]
de,Stone extraction was performed in 26 individuals,,0.8862849275271097,[]
de,"(90 %) by means of antegrade push-technique after balloon dilatation of the papilla of Vater and biliodigestive anastomosis, respectively, before.",,0.6901383201281229,[]
de,In 11/29 cases,,1.0,[]
de,"(42 %), double pigtail prostheses were subsequently placed to track papilla of Vater/biliodigestive anastomosis (""ring drainage""), which were removed with gastroscopy three months later after previous ultrasound- and lab parameter-based follow-up control.",,0.798667174577713,[]
de,In two pats.,,1.0,[]
de,In two subjects,,1.0,[]
de,In 11/29 cases,,1.0,[]
de,"It can provide high technical and clinical success and low complication rates; it has the potential to substitute the time-consuming balloon-enteroscopy-guided ERCP as well as, in particular, PTCD and, thus, secundary and tertiary therapeutic alternatives.",,0.9687893191973368,[]
de,(21 %).  EUS-guided stone extraction in antegrade or retrograde technique for pats. with surgically altered anatomy of the upper GI tract can be considered a favorable and safe but challenging approach of interventional endoscopy/EUS.,,0.968548983335495,[]
de,"(21 %), complications occurred in 6 individuals",,0.9352837204933167,[]
de,"(7 %), gall stones were extracted via a retrograde route using a transhepatic access site; in one patient",,0.8990547806024551,[]
de,"(3 %), stones were removed by means of a combined ante-/retrograde technique.",,1.0000001192092896,[]
de,"(7 %), cholangioscopy with electrohydraulic lithotripsy was used.",,1.0000000794728596,[]
de,Technical as well as clinical success rate was 100 % (29 of 29 pats.).,,0.9999999403953552,[]
de,A 66-year-old women with chronic hepatitis-b and antiviral therapy was presented with icterus and sickness 2 weeks after cold symptoms.,,0.8714808097907475,[]
de,"The liver was enlarged, the abdomen and further body status unsuspicious.",,1.0,[]
de,The chemical results showed elevated liver enzymes and bilirubin values.,,0.9430034756660461,[]
de,"The hepatitis-b status revealed signs of chronical course (HBsAg positive), the virus amount was > 21 Mio IU/ml.",,1.0000002145767213,[]
de,The sonographic abdominal status was normal.,,0.9999999403953552,[]
de,The antiviral therapy was re-established and liver enzymes improved.,,1.0,[]
de,The virus amount was falling and after 22 weeks antiviral therapy seroconversion (HBsAg negative) and healing up of hepatitis-b was objectified.,,0.744718519349893,[]
de,A 66-year-old women with chronic hepatitis-b and antiviral therapy was presented with icterus and sickness 2 weeks after cold symptoms.,,0.8714808097907475,[]
de,The treatment was stopped by patient 6 month before.,,0.9685477614402771,[]
de,Alignment of cranial CT scans (cCTs) to a common reference plane simplifies anatomical-landmark-based orientation and eases follow-up assessment of intracranial findings.,,0.6915838917096456,[]
de,"We developed and open sourced a fully automated system, which aligns cCTs to the Anterior Commissure/Posterior Commissure (ACPC) line and exports the results to the PACS.",,0.77486851811409,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,0.6432086527347565,[]
de,Five mm mean slabs are generated with the top non-air slice as the starting point.,,0.5287264157086611,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,0.6432086527347565,[]
de,Image quality (IQ) and ease of identification of the central sulcus (CS) were rated on a Likert scale (5 = excellent IQ/immediate CS identification).,,0.5966800302267075,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,0.6432086527347565,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,0.6432086527347565,[]
de,"The mean rotation to achieve alignment was |X| = 6.4 ± 5.2° ([-X,+X] = -26.8°-24.2°), |Y| = 2.1 ± 1.7° ([-Y,+Y] = -8.7°-9.8°), and |Z| = 3.1 ± 2.4° ([-Z,+Z] = -14.3°-12.5°).",,0.9920182228088379,[]
de,The developed system can robustly and automatically align cCTs to the ACPC line.,,1.000000238418579,[]
de,Degrees of deviation from the ideal alignment could be used for quality assurance.,,1.0,[]
de,KEY POINTS:: · fatbACPC automatically aligns cranial CT scans to the Anterior Commissure/Posterior Commissure plane..,,0.8280768195788065,[]
de,FMRIB's Linear Image Registration Tool (FLIRT) with an ACPC-aligned atlas is used in the alignment step.,,0.6432086527347565,[]
de,"· fatbACPC is robust, fully PACS-integrated, and Open Source: https://github.com/BrainImAccs.",,1.0,[]
de,"CITATION FORMAT: · Rubbert C, Turowski B, Caspers J. Automatic Alignment of Cranial CT Examinations to the Anterior Commissure/Posterior Commissure (ACPC) Reference Plane for Reliable Interpretation and Quality Assurance.",,0.6729163403312365,[]
de,"For evaluation, 301 trauma cCTs from the CQ500 dataset were processed.",,1.0000001192092896,[]
